 15.5  -3.1
 45.0  -3.8
 74.5  -0.7
105.0   4.4
135.5  10.4
166.0  14.9
196.5  18.1
227.5  16.9
258.0  12.3
288.5   6.6
319.0   2.4
349.5  -0.7
